code,url,first_name,last_name,slug,birth_date,birthplace,turned_pro,weight,height,residence,handedness,backhand,citizenship,code_dc,url_dc
mj55,https://www.atptour.com/en/players/bahrom-makhmudov/mj55/overview,Bahrom,Makhmudov,bahrom-makhmudov,,,,,,,,,UZB,,
mj56,https://www.atptour.com/en/players/richard-muzaev/mj56/overview,Richard,Muzaev,richard-muzaev,19920321,"Vladikavkaz, Russia",,74,178,"Moscow, Russia",Right-Handed,Two-Handed Backhand,RUS,,
mj58,https://www.atptour.com/en/players/benas-majauskas/mj58/overview,Benas,Majauskas,benas-majauskas,19920513,,,,,,Right-Handed,,LTU,,
mj59,https://www.atptour.com/en/players/martin-martinicky/mj59/overview,Martin,Martinicky,martin-martinicky,19880405,,,,,,Right-Handed,,SVK,,
mj62,https://www.atptour.com/en/players/finn-meinecke/mj62/overview,Finn,Meinecke,finn-meinecke,19920929,,,,,,Right-Handed,,GER,,
mj63,https://www.atptour.com/en/players/giammarco-micolani/mj63/overview,Giammarco,Micolani,giammarco-micolani,19920912,,,,,,Right-Handed,,ITA,,
mj64,https://www.atptour.com/en/players/francesco-mendo/mj64/overview,Francesco,Mendo,francesco-mendo,19910226,,,,,,Right-Handed,,ITA,,
mj69,https://www.atptour.com/en/players/luca-margaroli/mj69/overview,Luca,Margaroli,luca-margaroli,19920215,"Brescia, Italy",,81,183,"Ponte Capriasca, Switzerland",Right-Handed,One-Handed Backhand,SUI,,
mj70,https://www.atptour.com/en/players/karim-mohamed-maamoun/mj70/overview,Karim-Mohamed,Maamoun,karim-mohamed-maamoun,19910409,,,73,175,,Right-Handed,Two-Handed Backhand,EGY,800272966,https://media.itfdataservices.com/player/dc/en/800272966
mj71,https://www.atptour.com/en/players/mats-moraing/mj71/overview,Mats,Moraing,mats-moraing,19920620,Mulheim an der Ruhr,,84,198,Mulheim an der Ruhr,Left-Handed,Two-Handed Backhand,GER,,
mj72,https://www.atptour.com/en/players/matteo-micali/mj72/overview,Matteo,Micali,matteo-micali,19940602,,,,,,,,ITA,,
mj73,https://www.atptour.com/en/players/ruslan-miroshnychenko/mj73/overview,Ruslan,Miroshnychenko,ruslan-miroshnychenko,19920811,,,,,,,,UKR,,
mj74,https://www.atptour.com/en/players/martin-moncayo/mj74/overview,Martin,Moncayo,martin-moncayo,19930101,,,,,,,,ECU,,
mj77,https://www.atptour.com/en/players/dominick-mueller/mj77/overview,Dominick,Mueller,dominick-mueller,,,,,,,,,GER,,
mj78,https://www.atptour.com/en/players/manuel-mazzella/mj78/overview,Manuel,Mazzella,manuel-mazzella,19911224,,,,,,Left-Handed,,ITA,,
mj79,https://www.atptour.com/en/players/antonio-maiorano/mj79/overview,Antonio,Maiorano,antonio-maiorano,19910507,,,,,,,,ITA,,
mj81,https://www.atptour.com/en/players/kyle-mcmorrow/mj81/overview,Kyle,Mcmorrow,kyle-mcmorrow,19900820,,,,,,,,USA,,
mj82,https://www.atptour.com/en/players/jeffrey-mira-svensson/mj82/overview,Jeffrey,Mira Svensson,jeffrey-mira-svensson,19910226,,,,,,,,SWE,,
mj88,https://www.atptour.com/en/players/felipe-mantilla/mj88/overview,Felipe,Mantilla,felipe-mantilla,19930510,"Chattahoochee, FL, USA",,83,185,Colombia,Right-Handed,Two-Handed Backhand,COL,,
mj89,https://www.atptour.com/en/players/gianni-mina/mj89/overview,Gianni,Mina,gianni-mina,19920209,"Les Abymes, Guadeloupe",,85,188,"Paris, France",Right-Handed,Two-Handed Backhand,FRA,,
mj90,https://www.atptour.com/en/players/loudovikos-mavronikolas/mj90/overview,Loudovikos,Mavronikolas,loudovikos-mavronikolas,19911228,,,,,,Right-Handed,,GRE,,
mj91,https://www.atptour.com/en/players/nima-madami/mj91/overview,Nima,Madami,nima-madami,,,,,,,,,SUI,,
mj92,https://www.atptour.com/en/players/leandro-mazzette/mj92/overview,Leandro,Mazzette,leandro-mazzette,19900506,,,,,,,,BRA,,
mj93,https://www.atptour.com/en/players/gabriel-martins/mj93/overview,Gabriel,Martins,gabriel-martins,19900404,,,,,,,,BRA,,
mj98,https://www.atptour.com/en/players/facundo-mena/mj98/overview,Facundo,Mena,facundo-mena,19920922,"Buenos Aires, Argentina",,80,183,,Right-Handed,Two-Handed Backhand,ARG,,
mk02,https://www.atptour.com/en/players/nicolas-eduardo-moreno/mk02/overview,Nicolas Eduardo,Moreno,nicolas-eduardo-moreno,19910917,,,,,,Right-Handed,,COL,,
mk04,https://www.atptour.com/en/players/michal-milko/mk04/overview,Michal,Milko,michal-milko,19850226,,,,,,Left-Handed,,SVK,,
mk06,https://www.atptour.com/en/players/james-moya-/mk06/overview,James,Moya,james-moya-,,,,,,,,,USA,,
mk07,https://www.atptour.com/en/players/harold-montoya/mk07/overview,Harold,Montoya,harold-montoya,19890919,,,,,,,,COL,,
mk08,https://www.atptour.com/en/players/james-marsalek/mk08/overview,James,Marsalek,james-marsalek,19920405,"Taunton, England",,83,185,"London, England",Right-Handed,Two-Handed Backhand,GBR,,
mk09,https://www.atptour.com/en/players/ken-matsumoto/mk09/overview,Ken,Matsumoto,ken-matsumoto,19870801,,,,,,,,JPN,,
mk10,https://www.atptour.com/en/players/jacob-meyer/mk10/overview,Jacob,Meyer,jacob-meyer,19820413,,,,,,Right-Handed,,USA,,
mk12,https://www.atptour.com/en/players/jorge-manzur/mk12/overview,Jorge,Manzur,jorge-manzur,19910510,,,,,,,,PER,,
mk13,https://www.atptour.com/en/players/kryce-didier-momo-kassa/mk13/overview,Kryce-Didier,Momo-Kassa,kryce-didier-momo-kassa,19820610,,,,,,,,,800229551,https://media.itfdataservices.com/player/dc/en/800229551
mk15,https://www.atptour.com/en/players/yana-myhill-byron/mk15/overview,Yana,Myhill-Byron,yana-myhill-byron,19880612,,,,,,Right-Handed,,AUS,,
mk18,https://www.atptour.com/en/players/amer-mezri/mk18/overview,Amer,Mezri,amer-mezri,,,,,,,,,QAT,,
mk19,https://www.atptour.com/en/players/matthieu-meyzen/mk19/overview,Matthieu,Meyzen,matthieu-meyzen,19740217,,,,,,Right-Handed,,FRA,,
mk20,https://www.atptour.com/en/players/aymeric-mara/mk20/overview,Aymeric,Mara,aymeric-mara,19930826,,,,,,,,VAN,800300082,https://media.itfdataservices.com/player/dc/en/800300082
mk21,https://www.atptour.com/en/players/guillaume-monot/mk21/overview,Guillaume,Monot,guillaume-monot,19910128,,,,,,,,FRA,,
mk22,https://www.atptour.com/en/players/mathieu-monot/mk22/overview,Mathieu,Monot,mathieu-monot,19891030,,,,,,,,FRA,,
mk23,https://www.atptour.com/en/players/juan-millanao/mk23/overview,Juan,Millanao,juan-millanao,19841119,,,,,,,,CHI,,
mk26,https://www.atptour.com/en/players/jules-marie/mk26/overview,Jules,Marie,jules-marie,19910901,France,,76,185,France,Right-Handed,Unknown Backhand,FRA,,
mk27,https://www.atptour.com/en/players/issam-mamdouhe/mk27/overview,Issam,Mamdouhe,issam-mamdouhe,19910616,,,,,,,,MAR,,
mk29,https://www.atptour.com/en/players/stefan-merunka/mk29/overview,Stefan,Merunka,stefan-merunka,19941004,"Munich, Germany",2013,80,185,"Munich, Germany",Right-Handed,Two-Handed Backhand,SWE,,
mk30,https://www.atptour.com/en/players/josip-mesin/mk30/overview,Josip,Mesin,josip-mesin,19910502,,,,,,,,CRO,,
mk31,https://www.atptour.com/en/players/mario-martell/mk31/overview,Mario,Martell,mario-martell,19900606,,,,,,,,MEX,,
mk32,https://www.atptour.com/en/players/karabo-maloka/mk32/overview,Karabo,Maloka,karabo-maloka,19841228,,,,,,,,RSA,,
mk33,https://www.atptour.com/en/players/shadrack-masumbuka/mk33/overview,Shadrack,Masumbuka,shadrack-masumbuka,,,,,,,,,RSA,,
mk35,https://www.atptour.com/en/players/blas-moros/mk35/overview,Blas,Moros,blas-moros,19900606,,,,,,Right-Handed,Two-Handed Backhand,USA,,
mk36,https://www.atptour.com/en/players/christian-mohs/mk36/overview,Christian,Mohs,christian-mohs,19920203,,,,,,Left-Handed,Two-Handed Backhand,GER,,
mk37,https://www.atptour.com/en/players/minos-marinakis/mk37/overview,Minos,Marinakis,minos-marinakis,19780327,,,,,,,,GRE,,
mk38,https://www.atptour.com/en/players/jason-marinakis/mk38/overview,Jason,Marinakis,jason-marinakis,19760315,,,,,,,,GRE,,
mk39,https://www.atptour.com/en/players/vasco-mensurado/mk39/overview,Vasco,Mensurado,vasco-mensurado,19940401,"Cascais, Portugal",,72,175,"Cascais, Portugal",Right-Handed,Two-Handed Backhand,POR,,
mk40,https://www.atptour.com/en/players/benjamin-mitchell/mk40/overview,Benjamin,Mitchell,benjamin-mitchell,19921130,"Gold Coast, Australia",2008,80,183,"Gold Coast, Australia",Right-Handed,Unknown Backhand,AUS,,
mk42,https://www.atptour.com/en/players/benjamin-marty/mk42/overview,Benjamin,Marty,benjamin-marty,19880513,,,,,,,,FRA,,
mk43,https://www.atptour.com/en/players/laurent-malouli/mk43/overview,Laurent,Malouli,laurent-malouli,19871102,,,,,,,,FRA,,
mk44,https://www.atptour.com/en/players/rafael-machado/mk44/overview,Rafael,Machado,rafael-machado,,,,,,,,,BRA,,
mk45,https://www.atptour.com/en/players/andrew-mcleod/mk45/overview,Andrew,Mcleod,andrew-mcleod,19930315,,,,,,Right-Handed,Two-Handed Backhand,AUS,,
mk46,https://www.atptour.com/en/players/tommaso-metti/mk46/overview,Tommaso,Metti,tommaso-metti,19930125,,,,,,,,ITA,,
mk47,https://www.atptour.com/en/players/jorge-moreno/mk47/overview,Jorge,Moreno,jorge-moreno,19880827,,,,,,,,COL,,
mk48,https://www.atptour.com/en/players/morgan-mays/mk48/overview,Morgan,Mays,morgan-mays,19930917,,,,,,,,USA,,
mk50,https://www.atptour.com/en/players/antonio-mastrelia/mk50/overview,Antonio,Mastrelia,antonio-mastrelia,19940825,,,,,,,,ITA,,
mk51,https://www.atptour.com/en/players/shokruh-madrahimov/mk51/overview,Shokruh,Madrahimov,shokruh-madrahimov,,,,,,,,,UZB,,
mk52,https://www.atptour.com/en/players/dennis-mkrtchian/mk52/overview,Dennis,Mkrtchian,dennis-mkrtchian,19930904,,,,,,,,USA,,
mk56,https://www.atptour.com/en/players/abdulhamid-mubarak/mk56/overview,Abdulhamid,Mubarak,abdulhamid-mubarak,19940408,,,,,,,,KUW,800304708,https://media.itfdataservices.com/player/dc/en/800304708
mk59,https://www.atptour.com/en/players/javier-munoz/mk59/overview,Javier,Munoz,javier-munoz,19911016,,,,,,Right-Handed,Two-Handed Backhand,CHI,,
mk60,https://www.atptour.com/en/players/vinicius-morales-boemeke/mk60/overview,Vinicius,Morales Boemeke,vinicius-morales-boemeke,19860811,,,,,,Left-Handed,Unknown Backhand,BRA,,
mk64,https://www.atptour.com/en/players/juraj-masar/mk64/overview,Juraj,Masar,juraj-masar,19920710,,,80,191,,Right-Handed,Two-Handed Backhand,SVK,,
mk66,https://www.atptour.com/en/players/mackenzie-mcdonald/mk66/overview,Mackenzie,McDonald,mackenzie-mcdonald,19950416,"Piedmont, CA, USA",2016,73,178,"Los Angeles, CA, USA",Right-Handed,Two-Handed Backhand,USA,800319042,https://media.itfdataservices.com/player/dc/en/800319042
mk67,https://www.atptour.com/en/players/bernardo-mello-madeira-coelho/mk67/overview,Bernardo,Mello Madeira Coelho,bernardo-mello-madeira-coelho,19910525,,,,,,,,BRA,,
mk68,https://www.atptour.com/en/players/daryl-monfils/mk68/overview,Daryl,Monfils,daryl-monfils,19930301,,,,,,Right-Handed,Two-Handed Backhand,FRA,,
mk69,https://www.atptour.com/en/players/john-morrissey/mk69/overview,John,Morrissey,john-morrissey,19920822,,,,,,Right-Handed,,IRL,800287491,https://media.itfdataservices.com/player/dc/en/800287491
mk72,https://www.atptour.com/en/players/federico-margini/mk72/overview,Federico,Margini,federico-margini,19930623,,,,,,Right-Handed,,ITA,,
mk78,https://www.atptour.com/en/players/tuomas-manner/mk78/overview,Tuomas,Manner,tuomas-manner,19910130,,,,,,Left-Handed,Two-Handed Backhand,FIN,,
mk80,https://www.atptour.com/en/players/christian-martinez-calvo/mk80/overview,Christian,Martinez-Calvo,christian-martinez-calvo,,,,,,,,,ESP,,
mk81,https://www.atptour.com/en/players/jose-eugenio-martinez-alcalde/mk81/overview,Jose Eugenio,Martinez-Alcalde,jose-eugenio-martinez-alcalde,,,,,,,,,ESP,,
mk82,https://www.atptour.com/en/players/eduardo-miller/mk82/overview,Eduardo,Miller,eduardo-miller,19911023,,,,,,,,BRA,,
mk83,https://www.atptour.com/en/players/daniele-mancia/mk83/overview,Daniele,Mancia,daniele-mancia,19890403,,,,,,Right-Handed,Unknown Backhand,ITA,,
mk85,https://www.atptour.com/en/players/nicolau-monteiro/mk85/overview,Nicolau,Monteiro,nicolau-monteiro,19920903,,,,,,,,ANG,800561193,https://media.itfdataservices.com/player/dc/en/800561193
mk88,https://www.atptour.com/en/players/niccolo-mugelli/mk88/overview,Niccolo,Mugelli,niccolo-mugelli,19880731,,,,,,,,ITA,,
mk89,https://www.atptour.com/en/players/sergiu-margarit/mk89/overview,Sergiu,Margarit,sergiu-margarit,19910117,,,,,,Right-Handed,Two-Handed Backhand,ROU,,
mk91,https://www.atptour.com/en/players/mohamed-mounir/mk91/overview,Mohamed,Mounir,mohamed-mounir,19920405,,,,,,Right-Handed,Two-Handed Backhand,EGY,,
mk92,https://www.atptour.com/en/players/augusto-meirelles/mk92/overview,Augusto,Meirelles,augusto-meirelles,19911025,,,,,,Right-Handed,Two-Handed Backhand,BRA,,
mk94,https://www.atptour.com/en/players/denis-markov/mk94/overview,Denis,Markov,denis-markov,19940519,,,,,,Right-Handed,,RUS,,
mk95,https://www.atptour.com/en/players/roman-martin/mk95/overview,Roman,Martin,roman-martin,19880908,,,,,,,,ARG,,
mk98,https://www.atptour.com/en/players/florent-maury/mk98/overview,Florent,Maury,florent-maury,,,,,,,,,FRA,,
mk99,https://www.atptour.com/en/players/romain-mathieu/mk99/overview,Romain,Mathieu,romain-mathieu,19880617,,,,,,,,FRA,,
ml02,https://www.atptour.com/en/players/jaron-maestas/ml02/overview,Jaron,Maestas,jaron-maestas,,,,,,,,,USA,,
ml04,https://www.atptour.com/en/players/hugo-minda/ml04/overview,Hugo,Minda,hugo-minda,19820328,,,,,,,,ECU,,
ml06,https://www.atptour.com/en/players/eduardo-miquelino/ml06/overview,Eduardo,Miquelino,eduardo-miquelino,19851211,,,,,,,,BRA,,
ml07,https://www.atptour.com/en/players/nima-madani/ml07/overview,Nima,Madani,nima-madani,19930703,,,,,,,,SWE,,
ml08,https://www.atptour.com/en/players/santiago-maresca/ml08/overview,Santiago,Maresca,santiago-maresca,19940914,,,,,,,,URU,800328110,https://media.itfdataservices.com/player/dc/en/800328110
ml09,https://www.atptour.com/en/players/leonard-macknight/ml09/overview,Leonard,Macknight,leonard-macknight,19770404,,,,,,Right-Handed,Unknown Backhand,USA,,
ml10,https://www.atptour.com/en/players/jonathan-magadan/ml10/overview,Jonathan,Magadan,jonathan-magadan,19890323,,,,,,,,MEX,,
ml11,https://www.atptour.com/en/players/akhmed-djamal-mukhamed/ml11/overview,Akhmed Djamal,Mukhamed,akhmed-djamal-mukhamed,19950218,,,,,,Right-Handed,,UZB,,
ml14,https://www.atptour.com/en/players/erik-moberg/ml14/overview,Erik,Moberg,erik-moberg,19920323,,,,,,Right-Handed,Two-Handed Backhand,SWE,,
ml25,https://www.atptour.com/en/players/mario-erickson-minaya-parra/ml25/overview,Mario Erickson,Minaya Parra,mario-erickson-minaya-parra,19910122,,,,,,,,PER,,
ml26,https://www.atptour.com/en/players/andres-munoz-lopez/ml26/overview,Andres,Munoz Lopez,andres-munoz-lopez,19921124,,,,,,,,MEX,,
ml29,https://www.atptour.com/en/players/sebastian-moreno/ml29/overview,Sebastian,Moreno,sebastian-moreno,19920206,,,,,,Right-Handed,Two-Handed Backhand,ESA,800280028,https://media.itfdataservices.com/player/dc/en/800280028
ml31,https://www.atptour.com/en/players/jose-fidel-moreno/ml31/overview,Jose Fidel,Moreno,jose-fidel-moreno,,,,,,,,,MEX,,
ml35,https://www.atptour.com/en/players/sergio-martos-gornes/ml35/overview,Sergio,Martos Gornes,sergio-martos-gornes,19941019,,,80,185,,Left-Handed,Two-Handed Backhand,ESP,,
ml36,https://www.atptour.com/en/players/jaume-martinez-vich/ml36/overview,Jaume,Martinez Vich,jaume-martinez-vich,19931021,,,,,,,,ESP,,
ml41,https://www.atptour.com/en/players/daniel-mccall/ml41/overview,Daniel,McCall,daniel-mccall,19930209,,,,,,,,USA,,
ml47,https://www.atptour.com/en/players/mohd-assri-merzuki/ml47/overview,Mohd Assri,Merzuki,mohd-assri-merzuki,19941228,,,,,,Right-Handed,,MAS,800307213,https://media.itfdataservices.com/player/dc/en/800307213
ml48,https://www.atptour.com/en/players/antonio-massara/ml48/overview,Antonio,Massara,antonio-massara,19950916,,,70,178,,Right-Handed,Two-Handed Backhand,ITA,,
ml49,https://www.atptour.com/en/players/david-mckenna/ml49/overview,David,McKenna,david-mckenna,19920513,,,,,,Right-Handed,,RSA,,
ml51,https://www.atptour.com/en/players/toby-martin/ml51/overview,Toby,Martin,toby-martin,19930219,"High Wycombe, England",,78,188,"Chesham, England",Right-Handed,Two-Handed Backhand,GBR,,
ml52,https://www.atptour.com/en/players/jaabir-moonda/ml52/overview,Jaabir,Moonda,jaabir-moonda,19941029,,,,,,Right-Handed,,RSA,,
ml53,https://www.atptour.com/en/players/sergio-magro-moreno/ml53/overview,Sergio,Magro Moreno,sergio-magro-moreno,19910326,,,,,,,,ESP,,
ml54,https://www.atptour.com/en/players/eduard-leonard-mihaescu/ml54/overview,Eduard Leonard,Mihaescu,eduard-leonard-mihaescu,19940413,,,,,,Right-Handed,Two-Handed Backhand,ROU,,
ml55,https://www.atptour.com/en/players/giuseppe-molon/ml55/overview,Giuseppe,Molon,giuseppe-molon,19850809,,,,,,,,ITA,,
ml56,https://www.atptour.com/en/players/noam-mazor/ml56/overview,Noam,Mazor,noam-mazor,19950625,,,,,,Left-Handed,Two-Handed Backhand,ISR,,
ml57,https://www.atptour.com/en/players/gianluca-mager/ml57/overview,Gianluca,Mager,gianluca-mager,19941201,,,77,188,,Right-Handed,Two-Handed Backhand,ITA,800323507,https://media.itfdataservices.com/player/dc/en/800323507
ml58,https://www.atptour.com/en/players/yuki-muramatsu/ml58/overview,Yuki,Muramatsu,yuki-muramatsu,19941201,,,,,,Left-Handed,,JPN,,
ml59,https://www.atptour.com/en/players/mateo-nicolas-martinez/ml59/overview,Mateo Nicolas,Martinez,mateo-nicolas-martinez,19940305,,,,,,Right-Handed,Unknown Backhand,ARG,,
ml61,https://www.atptour.com/en/players/adi-malicbegovic/ml61/overview,Adi,Malicbegovic,adi-malicbegovic,19920926,,,,,,Left-Handed,,BIH,,
ml66,https://www.atptour.com/en/players/renier-moolman/ml66/overview,Renier,Moolman,renier-moolman,19920410,,,,,,Right-Handed,,RSA,,
ml71,https://www.atptour.com/en/players/alban-meuffels/ml71/overview,Alban,Meuffels,alban-meuffels,19920824,,,,,,,,NED,,
ml73,https://www.atptour.com/en/players/skander-mansouri/ml73/overview,Skander,Mansouri,skander-mansouri,19950723,"Tunis, Tunisia",,86,193,Tunsia,Right-Handed,Two-Handed Backhand,TUN,800313921,https://media.itfdataservices.com/player/dc/en/800313921
ml77,https://www.atptour.com/en/players/ignacio-moreno/ml77/overview,Ignacio,Moreno,ignacio-moreno,19930809,,,,,,,,ESP,,
ml78,https://www.atptour.com/en/players/lukas-mugevicius/ml78/overview,Lukas,Mugevicius,lukas-mugevicius,19941207,,,74,188,,Right-Handed,Two-Handed Backhand,LTU,800296942,https://media.itfdataservices.com/player/dc/en/800296942
ml80,https://www.atptour.com/en/players/colin-mark-griffin/ml80/overview,Colin,Mark-Griffin,colin-mark-griffin,19870529,,,,,,,,USA,,
ml81,https://www.atptour.com/en/players/gino-meeuwsen/ml81/overview,Gino,Meeuwsen,gino-meeuwsen,19920609,,,,,,Right-Handed,Two-Handed Backhand,AHO,800155761,https://media.itfdataservices.com/player/dc/en/800155761
ml82,https://www.atptour.com/en/players/federico-maccari/ml82/overview,Federico,Maccari,federico-maccari,19940207,,,75,185,,Right-Handed,Two-Handed Backhand,ITA,,
ml83,https://www.atptour.com/en/players/devin-mccarthy/ml83/overview,Devin,McCarthy,devin-mccarthy,19901120,"Cincinnati, OH, U.S.A.",,86,193,"Bradenton, FL, U.S.A.",Right-Handed,Two-Handed Backhand,USA,,
ml84,https://www.atptour.com/en/players/mario-muniesa/ml84/overview,Mario,Muniesa,mario-muniesa,19950122,,,,,,,,ESP,,
ml85,https://www.atptour.com/en/players/alvaro-martin-fernandez/ml85/overview,Alvaro,Martin Fernandez,alvaro-martin-fernandez,,,,,,,,,ESP,,
ml90,https://www.atptour.com/en/players/jorge-mendieta/ml90/overview,Jorge,Mendieta,jorge-mendieta,19910822,,,,,,Left-Handed,Unknown Backhand,ESP,,
ml91,https://www.atptour.com/en/players/jonas-merckx/ml91/overview,Jonas,Merckx,jonas-merckx,19931004,,,78,173,,Right-Handed,Two-Handed Backhand,BEL,,
ml93,https://www.atptour.com/en/players/adria-mas-mascolo/ml93/overview,Adria,Mas Mascolo,adria-mas-mascolo,19930323,,,69,175,,Right-Handed,Two-Handed Backhand,ESP,,
ml94,https://www.atptour.com/en/players/alexander-martynov/ml94/overview,Alexander,Martynov,alexander-martynov,19940405,,,,,,,,KAZ,,
ml96,https://www.atptour.com/en/players/diego-martinez-del-rio/ml96/overview,Diego,Martinez del Rio,diego-martinez-del-rio,19920406,,,,,,Right-Handed,Two-Handed Backhand,ESP,,
ml97,https://www.atptour.com/en/players/alessio-maccari/ml97/overview,Alessio,Maccari,alessio-maccari,,,,,,,,,ITA,,
ml99,https://www.atptour.com/en/players/mattia-mannocci/ml99/overview,Mattia,Mannocci,mattia-mannocci,19911115,,,,,,,,ITA,,
mm00,https://www.atptour.com/en/players/pin-mahathavorn/mm00/overview,Pin,Mahathavorn,pin-mahathavorn,19960102,,,,,,,,THA,,
mm02,https://www.atptour.com/en/players/alexandre-massa/mm02/overview,Alexandre,Massa,alexandre-massa,19930102,,,,,,,,FRA,,
mm04,https://www.atptour.com/en/players/francisco-mendieta/mm04/overview,Francisco,Mendieta,francisco-mendieta,19940329,,,,,,,,COL,,
mm05,https://www.atptour.com/en/players/yann-minster/mm05/overview,Yann,Minster,yann-minster,19890822,,,,,,,,SUI,,
mm08,https://www.atptour.com/en/players/baris-mert/mm08/overview,Baris,Mert,baris-mert,19871222,,,,,,,,TUR,,
mm10,https://www.atptour.com/en/players/samuel-monette/mm10/overview,Samuel,Monette,samuel-monette,19940114,,,84,180,,Left-Handed,Two-Handed Backhand,CAN,,
mm16,https://www.atptour.com/en/players/riki-mclachlan/mm16/overview,Riki,Mclachlan,riki-mclachlan,19910330,,,,,,Right-Handed,Two-Handed Backhand,NZL,,
mm19,https://www.atptour.com/en/players/derlis-maciel/mm19/overview,Derlis,Maciel,derlis-maciel,19940806,,,,,,Right-Handed,Two-Handed Backhand,PAR,,
mm20,https://www.atptour.com/en/players/clement-maas/mm20/overview,Clement,Maas,clement-maas,19910408,,,,,,Right-Handed,Unknown Backhand,BEL,,
mm23,https://www.atptour.com/en/players/victor-martinez/mm23/overview,Victor,Martinez,victor-martinez,19920430,,,,,,,,BRA,,
mm24,https://www.atptour.com/en/players/bastian-malla/mm24/overview,Bastian,Malla,bastian-malla,19960922,,,,,,,,CHI,,
mm26,https://www.atptour.com/en/players/reese-milner/mm26/overview,Reese,Milner,reese-milner,19900106,,,,,,,,USA,,
mm27,https://www.atptour.com/en/players/facundo-manzanares/mm27/overview,Facundo,Manzanares,facundo-manzanares,19930830,,,,,,,,ARG,,
mm29,https://www.atptour.com/en/players/ricky-medinilla/mm29/overview,Ricky,Medinilla,ricky-medinilla,19950324,,,71,,,Right-Handed,Two-Handed Backhand,MEX,,
mm31,https://www.atptour.com/en/players/alexander-merino/mm31/overview,Alexander,Merino,alexander-merino,19920831,,,78,183,,Left-Handed,Two-Handed Backhand,PER,800301361,https://media.itfdataservices.com/player/dc/en/800301361
mm32,https://www.atptour.com/en/players/juan-manuel-matute/mm32/overview,Juan Manuel,Matute,juan-manuel-matute,19911228,,,,,,Right-Handed,Two-Handed Backhand,ARG,,
mm33,https://www.atptour.com/en/players/ken-miyahara/mm33/overview,Ken,Miyahara,ken-miyahara,19780817,,,,,,,,JPN,,
mm38,https://www.atptour.com/en/players/yann-menager/mm38/overview,Yann,Menager,yann-menager,,,,,,,,,FRA,,
mm39,https://www.atptour.com/en/players/ludovic-millescamps/mm39/overview,Ludovic,Millescamps,ludovic-millescamps,19690226,,,,,,,,FRA,,
mm44,https://www.atptour.com/en/players/thorben-michaelis/mm44/overview,Thorben,Michaelis,thorben-michaelis,19940414,,,,,,Right-Handed,Two-Handed Backhand,GER,,
mm46,https://www.atptour.com/en/players/juan-jose-mateus-rubiano/mm46/overview,Juan Jose,Mateus Rubiano,juan-jose-mateus-rubiano,19940221,,,,,,Right-Handed,Two-Handed Backhand,COL,,
mm49,https://www.atptour.com/en/players/amine-mchichou/mm49/overview,Amine,Mchichou,amine-mchichou,19970102,,,,,,,,MAR,,
mm51,https://www.atptour.com/en/players/kim-moellers/mm51/overview,Kim,Moellers,kim-moellers,19890925,,,,,,,,GER,,
mm54,https://www.atptour.com/en/players/vladyslav-manafov/mm54/overview,Vladyslav,Manafov,vladyslav-manafov,19930422,,,,,,,,UKR,800302267,https://media.itfdataservices.com/player/dc/en/800302267
mm56,https://www.atptour.com/en/players/denys-mylokostov/mm56/overview,Denys,Mylokostov,denys-mylokostov,19930405,,,,,,Left-Handed,Unknown Backhand,UKR,,
mm57,https://www.atptour.com/en/players/juan-marino/mm57/overview,Juan,Marino,juan-marino,19950115,,,,,,,,COL,,
mm58,https://www.atptour.com/en/players/daniil-medvedev/mm58/overview,Daniil,Medvedev,daniil-medvedev,19960211,"Moscow, Russia",2014,83,198,"Monte Carlo, Monaco",Right-Handed,Two-Handed Backhand,RUS,800321548,https://media.itfdataservices.com/player/dc/en/800321548
mm60,https://www.atptour.com/en/players/joao-monteiro/mm60/overview,Joao,Monteiro,joao-monteiro,19931227,,,77,178,,Right-Handed,Two-Handed Backhand,POR,,
mm63,https://www.atptour.com/en/players/wayne-montgomery/mm63/overview,Wayne,Montgomery,wayne-montgomery,19950706,,,,,,Right-Handed,,RSA,,
mm64,https://www.atptour.com/en/players/donovan-mcseveney/mm64/overview,Donovan,Mcseveney,donovan-mcseveney,19920828,,,,,,,,RSA,,
mm65,https://www.atptour.com/en/players/alexandros-manolis/mm65/overview,Alexandros,Manolis,alexandros-manolis,19951204,,,,,,Right-Handed,,GRE,,
mm66,https://www.atptour.com/en/players/nikola-milojevic/mm66/overview,Nikola,Milojevic,nikola-milojevic,19950619,"Belgrade, Serbia",,76,188,"Belgrade, Serbia",Right-Handed,Two-Handed Backhand,SRB,,
mm67,https://www.atptour.com/en/players/ryotero-matsumura/mm67/overview,Ryotero,Matsumura,ryotero-matsumura,19960924,,,,,,,,JPN,,
mm68,https://www.atptour.com/en/players/juan-pablo-murra/mm68/overview,Juan Pablo,Murra,juan-pablo-murra,19930309,,,,,,,,MEX,,
mm70,https://www.atptour.com/en/players/eric-martin/mm70/overview,Eric,Martin,eric-martin,19830701,,,,,,Right-Handed,,USA,,
mm71,https://www.atptour.com/en/players/joo-ho-maeng/mm71/overview,Joo-Ho,Maeng,joo-ho-maeng,19930513,,,,,,,,KOR,,
mm72,https://www.atptour.com/en/players/predrag-marjanovic/mm72/overview,Predrag,Marjanovic,predrag-marjanovic,19940531,,,,,,Right-Handed,,SRB,,
